user_id,top_contributors
3726,"['active_energy', 'workout_duration', 'avg_hr']"
3727,"['avg_hr', 'workout_duration', 'active_energy']"
3728,"['workout_duration', 'active_energy', 'avg_hr']"
3729,"['workout_duration', 'active_energy', 'steps']"
3730,"['workout_duration', 'distance', 'active_energy']"
3731,"['workout_duration', 'active_energy', 'sleep_duration']"
3732,"['workout_duration', 'active_energy', 'sleep_duration']"
3733,"['active_energy', 'workout_duration', 'distance']"
3734,"['workout_duration', 'active_energy', 'avg_hr']"
3735,"['workout_duration', 'avg_hr', 'active_energy']"
3736,"['workout_duration', 'exercise_time', 'active_energy']"
3737,"['avg_hr', 'workout_duration', 'resting_hr']"
3738,"['active_energy', 'workout_duration', 'exercise_time']"
3739,"['active_energy', 'workout_duration', 'distance']"
3740,"['workout_duration', 'active_energy', 'sleep_duration']"
3741,"['workout_duration', 'distance', 'active_energy']"
3742,"['active_energy', 'workout_duration', 'steps']"
3743,"['workout_duration', 'active_energy', 'sleep_duration']"
3744,"['workout_duration', 'active_energy', 'exercise_time']"
3745,"['workout_duration', 'active_energy', 'avg_hr']"
3746,"['workout_duration', 'sleep_duration', 'active_energy']"
3747,"['workout_duration', 'active_energy', 'sleep_duration']"
3748,"['active_energy', 'workout_duration', 'resting_hr']"
3749,"['workout_duration', 'active_energy', 'resting_hr']"
3750,"['workout_duration', 'sleep_duration', 'avg_hr']"
3751,"['workout_duration', 'active_energy', 'avg_hr']"
3752,"['workout_duration', 'distance', 'active_energy']"
3753,"['active_energy', 'workout_duration', 'exercise_time']"
3754,"['active_energy', 'workout_duration', 'avg_hr']"
3755,"['active_energy', 'sleep_duration', 'avg_hr']"
3756,"['workout_duration', 'exercise_time', 'avg_hr']"
3757,"['workout_duration', 'active_energy', 'steps']"
3758,"['active_energy', 'workout_duration', 'avg_hr']"
3759,"['active_energy', 'workout_duration', 'avg_hr']"
3760,"['workout_duration', 'active_energy', 'sleep_duration']"
3761,"['workout_duration', 'sleep_duration', 'exercise_time']"
3762,"['workout_duration', 'active_energy', 'avg_hr']"
3763,"['workout_duration', 'active_energy', 'avg_hr']"
3764,"['workout_duration', 'active_energy', 'exercise_time']"
3765,"['workout_duration', 'avg_hr', 'steps']"
3766,"['workout_duration', 'active_energy', 'avg_hr']"
3767,"['avg_hr', 'workout_duration', 'active_energy']"
3768,"['active_energy', 'workout_duration', 'avg_hr']"
3769,"['active_energy', 'avg_hr', 'sleep_duration']"
3770,"['workout_duration', 'sleep_duration', 'avg_hr']"
3771,"['workout_duration', 'active_energy', 'distance']"
3772,"['active_energy', 'workout_duration', 'sleep_duration']"
3773,"['avg_hr', 'workout_duration', 'active_energy']"
3774,"['workout_duration', 'active_energy', 'avg_hr']"
3775,"['workout_duration', 'active_energy', 'distance']"
3776,"['active_energy', 'workout_duration', 'exercise_time']"
3777,"['active_energy', 'workout_duration', 'exercise_time']"
3778,"['active_energy', 'resting_hr', 'workout_duration']"
3779,"['active_energy', 'workout_duration', 'steps']"
3780,"['workout_duration', 'avg_hr', 'active_energy']"
3781,"['active_energy', 'resting_hr', 'workout_duration']"
3782,"['workout_duration', 'avg_hr', 'active_energy']"
3783,"['active_energy', 'sleep_duration', 'workout_duration']"
3784,"['workout_duration', 'active_energy', 'avg_hr']"
3785,"['workout_duration', 'active_energy', 'exercise_time']"
3786,"['workout_duration', 'active_energy', 'sleep_duration']"
3787,"['active_energy', 'workout_duration', 'avg_hr']"
3788,"['workout_duration', 'active_energy', 'distance']"
3789,"['workout_duration', 'active_energy', 'avg_hr']"
3790,"['active_energy', 'workout_duration', 'avg_hr']"
3791,"['workout_duration', 'active_energy', 'steps']"
3792,"['workout_duration', 'avg_hr', 'resting_hr']"
3793,"['workout_duration', 'sleep_duration', 'exercise_time']"
3794,"['workout_duration', 'active_energy', 'sleep_duration']"
3795,"['active_energy', 'workout_duration', 'exercise_time']"
3796,"['workout_duration', 'active_energy', 'resting_hr']"
3797,"['workout_duration', 'active_energy', 'avg_hr']"
3798,"['active_energy', 'workout_duration', 'resting_hr']"
3799,"['active_energy', 'workout_duration', 'avg_hr']"
3800,"['avg_hr', 'distance', 'workout_duration']"
3801,"['avg_hr', 'sleep_duration', 'workout_duration']"
3802,"['steps', 'workout_duration', 'avg_hr']"
3803,"['workout_duration', 'active_energy', 'distance']"
3804,"['active_energy', 'workout_duration', 'avg_hr']"
3805,"['workout_duration', 'active_energy', 'steps']"
3806,"['avg_hr', 'workout_duration', 'active_energy']"
3807,"['workout_duration', 'avg_hr', 'active_energy']"
3808,"['active_energy', 'workout_duration', 'distance']"
3809,"['active_energy', 'workout_duration', 'resting_hr']"
3810,"['workout_duration', 'avg_hr', 'active_energy']"
3811,"['workout_duration', 'active_energy', 'exercise_time']"
3812,"['workout_duration', 'active_energy', 'avg_hr']"
3813,"['workout_duration', 'active_energy', 'sleep_duration']"
3814,"['active_energy', 'avg_hr', 'workout_duration']"
3815,"['workout_duration', 'resting_hr', 'active_energy']"
3816,"['avg_hr', 'active_energy', 'exercise_time']"
3817,"['workout_duration', 'active_energy', 'exercise_time']"
3818,"['avg_hr', 'active_energy', 'workout_duration']"
3819,"['workout_duration', 'distance', 'steps']"
3820,"['workout_duration', 'active_energy', 'exercise_time']"
3821,"['workout_duration', 'active_energy', 'distance']"
3822,"['workout_duration', 'active_energy', 'distance']"
3823,"['active_energy', 'workout_duration', 'avg_hr']"
3824,"['active_energy', 'workout_duration', 'steps']"
3825,"['active_energy', 'steps', 'workout_duration']"
3826,"['workout_duration', 'active_energy', 'exercise_time']"
3827,"['workout_duration', 'active_energy', 'avg_hr']"
3828,"['avg_hr', 'active_energy', 'workout_duration']"
3829,"['active_energy', 'workout_duration', 'exercise_time']"
3830,"['workout_duration', 'active_energy', 'avg_hr']"
3831,"['workout_duration', 'active_energy', 'exercise_time']"
3832,"['workout_duration', 'active_energy', 'avg_hr']"
3833,"['steps', 'workout_duration', 'active_energy']"
3834,"['workout_duration', 'exercise_time', 'active_energy']"
3835,"['workout_duration', 'active_energy', 'sleep_duration']"
3836,"['workout_duration', 'avg_hr', 'exercise_time']"
3837,"['workout_duration', 'active_energy', 'steps']"
3838,"['active_energy', 'avg_hr', 'workout_duration']"
3839,"['workout_duration', 'active_energy', 'avg_hr']"
3840,"['active_energy', 'workout_duration', 'distance']"
3841,"['active_energy', 'workout_duration', 'avg_hr']"
3842,"['active_energy', 'workout_duration', 'distance']"
3843,"['active_energy', 'avg_hr', 'workout_duration']"
3844,"['active_energy', 'workout_duration', 'steps']"
3845,"['avg_hr', 'active_energy', 'workout_duration']"
3846,"['workout_duration', 'active_energy', 'resting_hr']"
3847,"['workout_duration', 'avg_hr', 'sleep_duration']"
3848,"['workout_duration', 'avg_hr', 'active_energy']"
3849,"['workout_duration', 'avg_hr', 'distance']"
3850,"['workout_duration', 'distance', 'exercise_time']"
3851,"['workout_duration', 'steps', 'active_energy']"
3852,"['workout_duration', 'exercise_time', 'active_energy']"
3853,"['workout_duration', 'exercise_time', 'active_energy']"
3854,"['workout_duration', 'active_energy', 'resting_hr']"
3855,"['workout_duration', 'exercise_time', 'distance']"
3856,"['distance', 'active_energy', 'workout_duration']"
3857,"['active_energy', 'workout_duration', 'distance']"
3858,"['active_energy', 'workout_duration', 'avg_hr']"
3859,"['workout_duration', 'avg_hr', 'active_energy']"
3860,"['workout_duration', 'active_energy', 'avg_hr']"
3861,"['workout_duration', 'avg_hr', 'active_energy']"
3862,"['active_energy', 'workout_duration', 'resting_hr']"
3863,"['avg_hr', 'workout_duration', 'distance']"
3864,"['workout_duration', 'active_energy', 'steps']"
3865,"['workout_duration', 'steps', 'active_energy']"
3866,"['workout_duration', 'active_energy', 'exercise_time']"
3867,"['active_energy', 'workout_duration', 'avg_hr']"
3868,"['workout_duration', 'avg_hr', 'active_energy']"
3869,"['workout_duration', 'active_energy', 'steps']"
3870,"['workout_duration', 'exercise_time', 'steps']"
3871,"['workout_duration', 'avg_hr', 'sleep_duration']"
3872,"['workout_duration', 'active_energy', 'sleep_duration']"
3873,"['workout_duration', 'active_energy', 'steps']"
3874,"['active_energy', 'workout_duration', 'distance']"
3875,"['workout_duration', 'active_energy', 'exercise_time']"
3876,"['workout_duration', 'active_energy', 'avg_hr']"
3877,"['workout_duration', 'active_energy', 'steps']"
3878,"['workout_duration', 'exercise_time', 'avg_hr']"
3879,"['workout_duration', 'active_energy', 'sleep_duration']"
3880,"['active_energy', 'workout_duration', 'avg_hr']"
3881,"['avg_hr', 'resting_hr', 'active_energy']"
3882,"['workout_duration', 'avg_hr', 'exercise_time']"
3883,"['workout_duration', 'active_energy', 'steps']"
3884,"['workout_duration', 'resting_hr', 'active_energy']"
3885,"['active_energy', 'workout_duration', 'resting_hr']"
3886,"['active_energy', 'workout_duration', 'avg_hr']"
3887,"['workout_duration', 'active_energy', 'resting_hr']"
3888,"['active_energy', 'workout_duration', 'avg_hr']"
3889,"['workout_duration', 'avg_hr', 'active_energy']"
3890,"['workout_duration', 'active_energy', 'exercise_time']"
3891,"['active_energy', 'workout_duration', 'avg_hr']"
3892,"['active_energy', 'workout_duration', 'avg_hr']"
3893,"['workout_duration', 'distance', 'active_energy']"
3894,"['active_energy', 'distance', 'avg_hr']"
3895,"['workout_duration', 'avg_hr', 'sleep_duration']"
3896,"['workout_duration', 'active_energy', 'resting_hr']"
3897,"['workout_duration', 'avg_hr', 'active_energy']"
3898,"['workout_duration', 'active_energy', 'distance']"
3899,"['workout_duration', 'active_energy', 'distance']"
3900,"['active_energy', 'workout_duration', 'avg_hr']"
3901,"['workout_duration', 'active_energy', 'resting_hr']"
3902,"['workout_duration', 'avg_hr', 'resting_hr']"
3903,"['workout_duration', 'active_energy', 'avg_hr']"
3904,"['workout_duration', 'avg_hr', 'active_energy']"
3905,"['workout_duration', 'active_energy', 'distance']"
3906,"['active_energy', 'workout_duration', 'steps']"
3907,"['workout_duration', 'exercise_time', 'avg_hr']"
3908,"['workout_duration', 'sleep_duration', 'steps']"
3909,"['workout_duration', 'active_energy', 'exercise_time']"
3910,"['active_energy', 'exercise_time', 'workout_duration']"
3911,"['workout_duration', 'active_energy', 'resting_hr']"
3912,"['workout_duration', 'active_energy', 'avg_hr']"
3913,"['workout_duration', 'avg_hr', 'distance']"
3914,"['workout_duration', 'active_energy', 'exercise_time']"
3915,"['active_energy', 'avg_hr', 'sleep_duration']"
3916,"['workout_duration', 'active_energy', 'avg_hr']"
3917,"['workout_duration', 'active_energy', 'sleep_duration']"
3918,"['workout_duration', 'active_energy', 'avg_hr']"
3919,"['active_energy', 'workout_duration', 'sleep_duration']"
3920,"['workout_duration', 'avg_hr', 'active_energy']"
3921,"['workout_duration', 'active_energy', 'exercise_time']"
3922,"['workout_duration', 'active_energy', 'avg_hr']"
3923,"['workout_duration', 'distance', 'steps']"
3924,"['workout_duration', 'avg_hr', 'resting_hr']"
3925,"['workout_duration', 'active_energy', 'avg_hr']"
3926,"['workout_duration', 'resting_hr', 'avg_hr']"
3927,"['workout_duration', 'active_energy', 'avg_hr']"
3928,"['sleep_duration', 'workout_duration', 'active_energy']"
3929,"['active_energy', 'workout_duration', 'distance']"
3930,"['workout_duration', 'exercise_time', 'avg_hr']"
3931,"['workout_duration', 'avg_hr', 'steps']"
3932,"['workout_duration', 'active_energy', 'avg_hr']"
3933,"['active_energy', 'resting_hr', 'workout_duration']"
3934,"['active_energy', 'workout_duration', 'sleep_duration']"
3935,"['active_energy', 'workout_duration', 'avg_hr']"
3936,"['workout_duration', 'active_energy', 'steps']"
3937,"['workout_duration', 'active_energy', 'distance']"
3938,"['workout_duration', 'distance', 'active_energy']"
3939,"['workout_duration', 'avg_hr', 'active_energy']"
3940,"['workout_duration', 'steps', 'active_energy']"
3941,"['active_energy', 'workout_duration', 'resting_hr']"
3942,"['workout_duration', 'active_energy', 'steps']"
3943,"['active_energy', 'workout_duration', 'steps']"
3944,"['workout_duration', 'avg_hr', 'steps']"
3945,"['workout_duration', 'active_energy', 'avg_hr']"
3946,"['workout_duration', 'active_energy', 'sleep_duration']"
3947,"['workout_duration', 'active_energy', 'exercise_time']"
3948,"['workout_duration', 'active_energy', 'avg_hr']"
3949,"['active_energy', 'workout_duration', 'sleep_duration']"
3950,"['active_energy', 'workout_duration', 'resting_hr']"
3951,"['workout_duration', 'active_energy', 'resting_hr']"
3952,"['workout_duration', 'active_energy', 'steps']"
3953,"['workout_duration', 'active_energy', 'sleep_duration']"
3954,"['workout_duration', 'exercise_time', 'sleep_duration']"
3955,"['workout_duration', 'avg_hr', 'active_energy']"
3956,"['workout_duration', 'resting_hr', 'avg_hr']"
3957,"['active_energy', 'workout_duration', 'steps']"
3958,"['workout_duration', 'active_energy', 'steps']"
3959,"['workout_duration', 'active_energy', 'sleep_duration']"
3960,"['workout_duration', 'active_energy', 'resting_hr']"
3961,"['exercise_time', 'active_energy', 'workout_duration']"
3962,"['active_energy', 'workout_duration', 'distance']"
3963,"['workout_duration', 'sleep_duration', 'active_energy']"
3964,"['workout_duration', 'active_energy', 'resting_hr']"
3965,"['active_energy', 'workout_duration', 'avg_hr']"
3966,"['workout_duration', 'steps', 'avg_hr']"
3967,"['workout_duration', 'active_energy', 'distance']"
3968,"['workout_duration', 'exercise_time', 'sleep_duration']"
3969,"['avg_hr', 'active_energy', 'resting_hr']"
3970,"['workout_duration', 'active_energy', 'sleep_duration']"
3971,"['workout_duration', 'active_energy', 'avg_hr']"
3972,"['workout_duration', 'active_energy', 'distance']"
3973,"['workout_duration', 'active_energy', 'distance']"
3974,"['workout_duration', 'distance', 'avg_hr']"
3975,"['workout_duration', 'avg_hr', 'active_energy']"
3976,"['avg_hr', 'active_energy', 'workout_duration']"
3977,"['active_energy', 'workout_duration', 'resting_hr']"
3978,"['workout_duration', 'active_energy', 'steps']"
3979,"['workout_duration', 'avg_hr', 'resting_hr']"
3980,"['workout_duration', 'active_energy', 'exercise_time']"
3981,"['workout_duration', 'avg_hr', 'active_energy']"
3982,"['workout_duration', 'active_energy', 'distance']"
3983,"['workout_duration', 'active_energy', 'avg_hr']"
3984,"['workout_duration', 'active_energy', 'avg_hr']"
3985,"['workout_duration', 'avg_hr', 'active_energy']"
3986,"['workout_duration', 'active_energy', 'sleep_duration']"
3987,"['workout_duration', 'active_energy', 'avg_hr']"
3988,"['workout_duration', 'active_energy', 'avg_hr']"
3989,"['active_energy', 'workout_duration', 'avg_hr']"
3990,"['avg_hr', 'active_energy', 'workout_duration']"
3991,"['workout_duration', 'avg_hr', 'active_energy']"
3992,"['workout_duration', 'distance', 'active_energy']"
3993,"['avg_hr', 'workout_duration', 'distance']"
3994,"['active_energy', 'avg_hr', 'workout_duration']"
3995,"['active_energy', 'workout_duration', 'avg_hr']"
3996,"['active_energy', 'workout_duration', 'avg_hr']"
3997,"['active_energy', 'workout_duration', 'sleep_duration']"
3998,"['workout_duration', 'active_energy', 'exercise_time']"
3999,"['active_energy', 'workout_duration', 'resting_hr']"
4000,"['workout_duration', 'steps', 'avg_hr']"
4001,"['workout_duration', 'sleep_duration', 'distance']"
4002,"['workout_duration', 'active_energy', 'avg_hr']"
4003,"['active_energy', 'workout_duration', 'avg_hr']"
4004,"['workout_duration', 'active_energy', 'avg_hr']"
4005,"['workout_duration', 'sleep_duration', 'distance']"
4006,"['workout_duration', 'active_energy', 'resting_hr']"
4007,"['active_energy', 'sleep_duration', 'avg_hr']"
4008,"['workout_duration', 'distance', 'exercise_time']"
4009,"['active_energy', 'workout_duration', 'resting_hr']"
4010,"['active_energy', 'workout_duration', 'avg_hr']"
4011,"['workout_duration', 'active_energy', 'avg_hr']"
4012,"['active_energy', 'workout_duration', 'avg_hr']"
4013,"['workout_duration', 'active_energy', 'sleep_duration']"
4014,"['avg_hr', 'steps', 'distance']"
4015,"['workout_duration', 'active_energy', 'sleep_duration']"
4016,"['workout_duration', 'distance', 'active_energy']"
4017,"['workout_duration', 'active_energy', 'sleep_duration']"
4018,"['workout_duration', 'active_energy', 'steps']"
4019,"['avg_hr', 'sleep_duration', 'active_energy']"
4020,"['workout_duration', 'active_energy', 'sleep_duration']"
4021,"['workout_duration', 'active_energy', 'avg_hr']"
4022,"['workout_duration', 'resting_hr', 'avg_hr']"
4023,"['workout_duration', 'active_energy', 'avg_hr']"
4024,"['workout_duration', 'active_energy', 'avg_hr']"
4025,"['workout_duration', 'avg_hr', 'active_energy']"
4026,"['workout_duration', 'active_energy', 'exercise_time']"
4027,"['workout_duration', 'avg_hr', 'sleep_duration']"
4028,"['active_energy', 'workout_duration', 'steps']"
4029,"['steps', 'avg_hr', 'workout_duration']"
4030,"['workout_duration', 'avg_hr', 'distance']"
4031,"['active_energy', 'workout_duration', 'distance']"
4032,"['workout_duration', 'avg_hr', 'active_energy']"
4033,"['workout_duration', 'avg_hr', 'active_energy']"
4034,"['workout_duration', 'exercise_time', 'avg_hr']"
4035,"['workout_duration', 'active_energy', 'resting_hr']"
4036,"['workout_duration', 'active_energy', 'distance']"
4037,"['workout_duration', 'resting_hr', 'avg_hr']"
4038,"['active_energy', 'avg_hr', 'distance']"
4039,"['workout_duration', 'distance', 'sleep_duration']"
4040,"['workout_duration', 'avg_hr', 'active_energy']"
4041,"['distance', 'workout_duration', 'avg_hr']"
4042,"['workout_duration', 'distance', 'steps']"
4043,"['distance', 'workout_duration', 'exercise_time']"
4044,"['active_energy', 'workout_duration', 'sleep_duration']"
4045,"['workout_duration', 'active_energy', 'avg_hr']"
4046,"['workout_duration', 'active_energy', 'distance']"
4047,"['avg_hr', 'workout_duration', 'active_energy']"
4048,"['workout_duration', 'active_energy', 'exercise_time']"
4049,"['active_energy', 'workout_duration', 'steps']"
4050,"['active_energy', 'workout_duration', 'exercise_time']"
4051,"['workout_duration', 'avg_hr', 'sleep_duration']"
4052,"['workout_duration', 'sleep_duration', 'active_energy']"
4053,"['active_energy', 'workout_duration', 'resting_hr']"
4054,"['workout_duration', 'active_energy', 'resting_hr']"
4055,"['sleep_duration', 'workout_duration', 'active_energy']"
4056,"['workout_duration', 'active_energy', 'exercise_time']"
4057,"['workout_duration', 'active_energy', 'sleep_duration']"
4058,"['active_energy', 'workout_duration', 'steps']"
4059,"['workout_duration', 'active_energy', 'exercise_time']"
4060,"['active_energy', 'workout_duration', 'avg_hr']"
4061,"['workout_duration', 'active_energy', 'avg_hr']"
4062,"['workout_duration', 'avg_hr', 'distance']"
4063,"['workout_duration', 'resting_hr', 'sleep_duration']"
4064,"['sleep_duration', 'active_energy', 'workout_duration']"
4065,"['workout_duration', 'active_energy', 'sleep_duration']"
4066,"['workout_duration', 'active_energy', 'sleep_duration']"
4067,"['workout_duration', 'avg_hr', 'active_energy']"
4068,"['active_energy', 'workout_duration', 'avg_hr']"
4069,"['workout_duration', 'active_energy', 'distance']"
4070,"['workout_duration', 'avg_hr', 'active_energy']"
4071,"['active_energy', 'workout_duration', 'distance']"
4072,"['active_energy', 'avg_hr', 'workout_duration']"
4073,"['workout_duration', 'avg_hr', 'sleep_duration']"
4074,"['avg_hr', 'workout_duration', 'active_energy']"
4075,"['active_energy', 'workout_duration', 'sleep_duration']"
4076,"['workout_duration', 'active_energy', 'sleep_duration']"
4077,"['workout_duration', 'active_energy', 'avg_hr']"
4078,"['workout_duration', 'avg_hr', 'active_energy']"
4079,"['workout_duration', 'active_energy', 'exercise_time']"
4080,"['workout_duration', 'active_energy', 'resting_hr']"
4081,"['active_energy', 'workout_duration', 'avg_hr']"
4082,"['workout_duration', 'sleep_duration', 'active_energy']"
4083,"['workout_duration', 'active_energy', 'exercise_time']"
4084,"['active_energy', 'sleep_duration', 'workout_duration']"
4085,"['workout_duration', 'steps', 'active_energy']"
4086,"['workout_duration', 'active_energy', 'exercise_time']"
4087,"['active_energy', 'workout_duration', 'avg_hr']"
4088,"['workout_duration', 'active_energy', 'avg_hr']"
4089,"['workout_duration', 'active_energy', 'distance']"
4090,"['workout_duration', 'avg_hr', 'active_energy']"
4091,"['avg_hr', 'workout_duration', 'active_energy']"
4092,"['active_energy', 'workout_duration', 'avg_hr']"
4093,"['active_energy', 'workout_duration', 'avg_hr']"
4094,"['avg_hr', 'workout_duration', 'active_energy']"
4095,"['active_energy', 'workout_duration', 'distance']"
4096,"['active_energy', 'avg_hr', 'sleep_duration']"
4097,"['active_energy', 'workout_duration', 'sleep_duration']"
4098,"['workout_duration', 'avg_hr', 'active_energy']"
4099,"['workout_duration', 'distance', 'avg_hr']"
4100,"['workout_duration', 'active_energy', 'avg_hr']"
4101,"['workout_duration', 'active_energy', 'resting_hr']"
4102,"['workout_duration', 'active_energy', 'sleep_duration']"
4103,"['workout_duration', 'active_energy', 'resting_hr']"
4104,"['active_energy', 'exercise_time', 'workout_duration']"
4105,"['workout_duration', 'avg_hr', 'active_energy']"
4106,"['workout_duration', 'active_energy', 'avg_hr']"
4107,"['active_energy', 'avg_hr', 'resting_hr']"
4108,"['workout_duration', 'active_energy', 'exercise_time']"
4109,"['workout_duration', 'active_energy', 'distance']"
4110,"['workout_duration', 'active_energy', 'resting_hr']"
4111,"['workout_duration', 'active_energy', 'distance']"
4112,"['active_energy', 'exercise_time', 'avg_hr']"
4113,"['workout_duration', 'active_energy', 'avg_hr']"
4114,"['active_energy', 'workout_duration', 'avg_hr']"
4115,"['workout_duration', 'active_energy', 'avg_hr']"
4116,"['active_energy', 'workout_duration', 'avg_hr']"
4117,"['workout_duration', 'avg_hr', 'active_energy']"
4118,"['workout_duration', 'active_energy', 'steps']"
4119,"['active_energy', 'workout_duration', 'avg_hr']"
4120,"['workout_duration', 'active_energy', 'steps']"
4121,"['workout_duration', 'avg_hr', 'sleep_duration']"
4122,"['workout_duration', 'active_energy', 'avg_hr']"
4123,"['workout_duration', 'distance', 'avg_hr']"
4124,"['workout_duration', 'avg_hr', 'resting_hr']"
4125,"['workout_duration', 'active_energy', 'avg_hr']"
4126,"['workout_duration', 'active_energy', 'exercise_time']"
4127,"['workout_duration', 'avg_hr', 'distance']"
4128,"['workout_duration', 'active_energy', 'resting_hr']"
4129,"['avg_hr', 'workout_duration', 'active_energy']"
4130,"['workout_duration', 'active_energy', 'exercise_time']"
4131,"['active_energy', 'workout_duration', 'distance']"
4132,"['avg_hr', 'workout_duration', 'active_energy']"
4133,"['workout_duration', 'avg_hr', 'active_energy']"
4134,"['active_energy', 'workout_duration', 'steps']"
4135,"['workout_duration', 'distance', 'avg_hr']"
4136,"['active_energy', 'steps', 'avg_hr']"
4137,"['active_energy', 'workout_duration', 'resting_hr']"
4138,"['active_energy', 'workout_duration', 'sleep_duration']"
4139,"['avg_hr', 'workout_duration', 'active_energy']"
4140,"['avg_hr', 'active_energy', 'workout_duration']"
4141,"['workout_duration', 'active_energy', 'exercise_time']"
4142,"['workout_duration', 'distance', 'active_energy']"
4143,"['avg_hr', 'workout_duration', 'active_energy']"
4144,"['workout_duration', 'active_energy', 'exercise_time']"
4145,"['workout_duration', 'active_energy', 'avg_hr']"
4146,"['workout_duration', 'active_energy', 'resting_hr']"
4147,"['workout_duration', 'distance', 'resting_hr']"
4148,"['active_energy', 'workout_duration', 'avg_hr']"
4149,"['workout_duration', 'steps', 'avg_hr']"
4150,"['active_energy', 'sleep_duration', 'resting_hr']"
4151,"['active_energy', 'steps', 'workout_duration']"
4152,"['active_energy', 'workout_duration', 'resting_hr']"
4153,"['workout_duration', 'active_energy', 'steps']"
4154,"['active_energy', 'workout_duration', 'resting_hr']"
4155,"['workout_duration', 'active_energy', 'avg_hr']"
4156,"['workout_duration', 'avg_hr', 'exercise_time']"
4157,"['workout_duration', 'active_energy', 'exercise_time']"
4158,"['active_energy', 'workout_duration', 'distance']"
4159,"['workout_duration', 'active_energy', 'distance']"
4160,"['workout_duration', 'sleep_duration', 'avg_hr']"
4161,"['workout_duration', 'active_energy', 'exercise_time']"
4162,"['workout_duration', 'active_energy', 'sleep_duration']"
4163,"['active_energy', 'workout_duration', 'distance']"
4164,"['workout_duration', 'distance', 'resting_hr']"
4165,"['workout_duration', 'active_energy', 'distance']"
4166,"['workout_duration', 'avg_hr', 'active_energy']"
4167,"['workout_duration', 'active_energy', 'avg_hr']"
4168,"['workout_duration', 'active_energy', 'steps']"
4169,"['active_energy', 'workout_duration', 'sleep_duration']"
4170,"['workout_duration', 'active_energy', 'avg_hr']"
4171,"['active_energy', 'workout_duration', 'avg_hr']"
4172,"['workout_duration', 'avg_hr', 'distance']"
4173,"['workout_duration', 'active_energy', 'distance']"
4174,"['workout_duration', 'active_energy', 'resting_hr']"
4175,"['workout_duration', 'active_energy', 'resting_hr']"
4176,"['workout_duration', 'active_energy', 'avg_hr']"
4177,"['workout_duration', 'active_energy', 'distance']"
4178,"['avg_hr', 'active_energy', 'workout_duration']"
4179,"['active_energy', 'workout_duration', 'avg_hr']"
4180,"['workout_duration', 'active_energy', 'avg_hr']"
4181,"['workout_duration', 'active_energy', 'distance']"
4182,"['workout_duration', 'active_energy', 'distance']"
4183,"['workout_duration', 'active_energy', 'avg_hr']"
4184,"['workout_duration', 'active_energy', 'exercise_time']"
4185,"['workout_duration', 'active_energy', 'sleep_duration']"
4186,"['workout_duration', 'active_energy', 'avg_hr']"
4187,"['workout_duration', 'active_energy', 'avg_hr']"
4188,"['active_energy', 'workout_duration', 'sleep_duration']"
4189,"['workout_duration', 'active_energy', 'steps']"
4190,"['workout_duration', 'avg_hr', 'active_energy']"
4191,"['workout_duration', 'active_energy', 'avg_hr']"
4192,"['workout_duration', 'active_energy', 'avg_hr']"
4193,"['workout_duration', 'avg_hr', 'active_energy']"
4194,"['workout_duration', 'sleep_duration', 'avg_hr']"
4195,"['workout_duration', 'resting_hr', 'active_energy']"
4196,"['workout_duration', 'active_energy', 'avg_hr']"
4197,"['workout_duration', 'avg_hr', 'active_energy']"
4198,"['workout_duration', 'steps', 'exercise_time']"
4199,"['workout_duration', 'active_energy', 'sleep_duration']"
4200,"['workout_duration', 'active_energy', 'sleep_duration']"
4201,"['workout_duration', 'active_energy', 'exercise_time']"
4202,"['workout_duration', 'active_energy', 'avg_hr']"
4203,"['active_energy', 'avg_hr', 'workout_duration']"
4204,"['workout_duration', 'active_energy', 'resting_hr']"
4205,"['workout_duration', 'resting_hr', 'exercise_time']"
4206,"['active_energy', 'workout_duration', 'steps']"
4207,"['workout_duration', 'active_energy', 'resting_hr']"
4208,"['workout_duration', 'active_energy', 'avg_hr']"
4209,"['workout_duration', 'active_energy', 'avg_hr']"
4210,"['active_energy', 'workout_duration', 'avg_hr']"
4211,"['workout_duration', 'avg_hr', 'resting_hr']"
4212,"['workout_duration', 'active_energy', 'exercise_time']"
4213,"['active_energy', 'workout_duration', 'resting_hr']"
4214,"['workout_duration', 'active_energy', 'distance']"
4215,"['workout_duration', 'resting_hr', 'active_energy']"
4216,"['workout_duration', 'active_energy', 'exercise_time']"
4217,"['workout_duration', 'active_energy', 'avg_hr']"
4218,"['active_energy', 'workout_duration', 'steps']"
4219,"['active_energy', 'workout_duration', 'exercise_time']"
4220,"['workout_duration', 'active_energy', 'avg_hr']"
4221,"['active_energy', 'avg_hr', 'workout_duration']"
4222,"['workout_duration', 'resting_hr', 'active_energy']"
4223,"['workout_duration', 'resting_hr', 'exercise_time']"
4224,"['workout_duration', 'active_energy', 'avg_hr']"
4225,"['workout_duration', 'steps', 'avg_hr']"
4226,"['workout_duration', 'active_energy', 'exercise_time']"
4227,"['workout_duration', 'active_energy', 'avg_hr']"
4228,"['active_energy', 'workout_duration', 'avg_hr']"
4229,"['avg_hr', 'active_energy', 'workout_duration']"
4230,"['workout_duration', 'active_energy', 'avg_hr']"
4231,"['workout_duration', 'active_energy', 'exercise_time']"
4232,"['workout_duration', 'active_energy', 'steps']"
4233,"['workout_duration', 'active_energy', 'sleep_duration']"
