sex,age,weight_kg,height_cm,activity_level,tdee,protein_needed_g,fats_needed_g,carbs_needed_g,water_needed_liters,steps,walking_running_minutes,flights_climbed,cardio_vo2max,cardio_recovery_bpm,cholesterol_mg,saturated_fat_g,monounsaturated_fat_g,polyunsaturated_fat_g,trans_fats_g
Male,61,67,187,sedentary,1846.5,92.325,61.54999999999999,230.8125,2.2110000000000003,14260,29,27,35,26,134,15,19,19,0
Male,59,89,182,active,2997.1875,149.859375,99.90625,374.6484375,2.9370000000000003,3634,114,45,56,19,88,13,17,18,3
Male,47,61,167,sedentary,1708.5,85.42500000000001,56.949999999999996,213.5625,2.013,13057,44,24,33,27,14,9,9,6,1
Female,39,99,156,very_active,3057.1,152.855,101.90333333333334,382.1375,3.2670000000000003,16345,3,3,45,32,173,11,10,14,4
Female,45,84,150,very_active,2643.85,132.1925,88.12833333333333,330.48125,2.7720000000000002,13147,68,25,52,37,89,8,10,5,1
Male,24,65,182,very_active,3177.75,158.88750000000002,105.925,397.21875,2.145,4389,108,35,52,15,212,16,18,12,0
Female,52,46,150,light,1342.6875,67.134375,44.756249999999994,167.8359375,1.518,16071,22,49,50,25,60,17,13,14,4
Female,45,81,173,very_active,2859.975,142.99875,95.3325,357.496875,2.673,14322,15,2,42,37,219,5,16,18,0
Male,31,50,153,very_active,2481.875,124.09375,82.72916666666667,310.234375,1.6500000000000001,7276,21,0,34,36,60,18,6,14,0
Male,27,88,153,light,2346.09375,117.3046875,78.203125,293.26171875,2.904,15306,100,16,44,27,165,12,16,17,2
Male,33,62,167,moderate,2330.8125,116.540625,77.69375,291.3515625,2.0460000000000003,4249,71,6,55,29,11,17,10,5,0
Female,33,74,176,sedentary,1816.8,90.84,60.559999999999995,227.1,2.442,11245,47,47,37,27,215,5,13,14,3
Female,48,66,181,very_active,2641.475,132.07375,88.04916666666666,330.184375,2.178,14102,61,4,36,10,76,7,16,18,0
Male,59,98,182,sedentary,2193.0,109.65,73.1,274.125,3.234,19226,96,18,43,37,231,10,8,10,4
Male,42,77,177,active,2882.90625,144.14531250000002,96.096875,360.36328125,2.541,13588,118,38,36,12,111,12,17,16,3
Male,30,74,185,sedentary,2101.5,105.075,70.05,262.6875,2.442,3442,59,45,51,24,65,12,16,18,0
Female,23,61,155,light,1791.28125,89.5640625,59.709374999999994,223.91015625,2.013,9976,101,33,36,29,181,6,17,5,3
Female,61,87,165,sedentary,1722.3,86.11500000000001,57.41,215.2875,2.871,7675,106,34,52,19,203,13,17,12,0
Female,26,76,183,sedentary,1935.3,96.765,64.50999999999999,241.9125,2.508,14803,79,48,55,30,205,8,15,18,3
Female,62,86,172,sedentary,1756.8,87.84,58.559999999999995,219.6,2.838,10953,4,15,59,14,285,8,10,9,1
Male,53,95,173,moderate,2745.4375,137.271875,91.51458333333333,343.1796875,3.1350000000000002,7377,79,39,47,24,104,19,11,7,2
Male,60,58,162,moderate,2011.125,100.55625,67.0375,251.390625,1.9140000000000001,13599,6,49,59,32,241,18,5,9,3
Male,37,54,167,active,2421.46875,121.07343750000001,80.71562499999999,302.68359375,1.782,10058,50,46,39,23,234,6,9,19,4
Male,35,91,162,light,2409.6875,120.484375,80.32291666666667,301.2109375,3.003,14894,64,38,47,24,175,5,8,17,2
Female,60,95,186,sedentary,1981.8,99.09,66.06,247.725,3.1350000000000002,5939,8,26,43,19,210,14,17,5,2
Female,38,80,188,sedentary,1948.8,97.44,64.96,243.6,2.64,4031,81,40,39,33,30,11,17,5,0
Male,21,78,166,sedentary,2061.0,103.05000000000001,68.69999999999999,257.625,2.5740000000000003,13208,44,37,36,18,234,15,17,16,3
Male,50,53,164,sedentary,1572.0,78.60000000000001,52.4,196.5,1.749,3562,46,49,59,21,241,14,14,18,2
Female,44,86,167,moderate,2360.2625000000003,118.01312500000002,78.67541666666666,295.03281250000003,2.838,13730,66,49,55,16,152,7,19,8,4
Male,24,72,172,active,2898.0,144.9,96.6,362.25,2.3760000000000003,19724,23,24,36,14,195,8,19,13,4
Female,23,55,179,very_active,2646.225,132.31125,88.2075,330.778125,1.8150000000000002,19152,91,25,36,34,268,15,6,18,4
Male,32,58,183,light,2157.03125,107.8515625,71.90104166666667,269.62890625,1.9140000000000001,16998,9,13,34,33,169,13,6,13,0
Male,35,83,153,sedentary,1939.5,96.97500000000001,64.65,242.4375,2.7390000000000003,19618,72,13,30,19,231,10,6,5,1
Male,49,99,152,active,2932.5,146.625,97.75,366.5625,3.2670000000000003,12308,76,13,43,34,183,18,11,7,3
Male,28,91,156,very_active,3325.0,166.25,110.83333333333333,415.625,3.003,12609,47,24,47,35,274,5,15,17,2
Male,37,98,167,active,3180.46875,159.0234375,106.015625,397.55859375,3.234,11720,34,35,42,17,31,13,17,16,3
Male,41,63,156,moderate,2177.75,108.8875,72.59166666666665,272.21875,2.079,13172,53,3,54,31,176,13,15,8,2
Male,32,98,189,very_active,3811.875,190.59375,127.0625,476.484375,3.234,17457,86,46,37,29,64,9,8,6,0
Female,24,59,155,active,2204.11875,110.2059375,73.470625,275.51484375,1.947,5939,110,14,37,34,197,12,19,11,3
Female,38,72,171,moderate,2228.5125000000003,111.42562500000003,74.28375,278.56406250000003,2.3760000000000003,17345,80,31,39,25,26,11,10,7,0
Female,59,68,150,active,2003.5875,100.17937500000001,66.78625,250.4484375,2.244,19158,109,17,46,21,150,15,11,5,0
Female,43,52,153,active,1897.93125,94.89656250000002,63.264375,237.24140625,1.7160000000000002,8435,70,13,35,18,267,12,13,5,3
Female,61,87,178,very_active,2881.35,144.0675,96.045,360.16875,2.871,8392,115,0,44,19,84,13,15,7,3
Male,31,53,170,moderate,2235.875,111.79375,74.52916666666665,279.484375,1.749,10972,15,41,44,25,65,18,6,10,2
Male,54,91,175,sedentary,2086.5,104.325,69.55,260.8125,3.003,17799,52,19,54,19,132,6,14,8,4
Female,38,77,163,light,1976.90625,98.8453125,65.896875,247.11328125,2.541,18052,39,9,45,18,81,14,16,5,0
Male,35,77,158,very_active,3016.25,150.8125,100.54166666666667,377.03125,2.541,9044,99,9,37,39,97,9,17,11,1
Female,22,63,161,moderate,2116.1375000000003,105.80687500000002,70.53791666666667,264.51718750000003,2.079,17415,19,23,48,35,72,12,13,6,2
Female,20,47,155,active,2031.61875,101.5809375,67.720625,253.95234375,1.5510000000000002,16858,87,33,49,12,29,7,15,16,2
Male,40,54,169,moderate,2171.9375,108.59687500000001,72.39791666666666,271.4921875,1.782,8644,110,27,44,36,124,15,9,9,4
Male,43,84,173,light,2352.96875,117.6484375,78.43229166666667,294.12109375,2.7720000000000002,19702,68,26,32,37,209,19,17,12,4
Male,54,91,176,light,2399.375,119.96875,79.97916666666667,299.921875,3.003,8153,44,39,35,28,271,15,10,11,0
Female,41,86,187,sedentary,1995.3,99.765,66.50999999999999,249.4125,2.838,4894,5,0,59,20,212,10,10,15,2
Male,36,45,157,sedentary,1507.5,75.375,50.25,188.4375,1.485,10991,91,32,54,15,132,10,15,16,2
Female,42,73,150,light,1782.6875,89.134375,59.422916666666666,222.8359375,2.4090000000000003,18439,68,3,37,15,156,11,7,12,1
Female,38,94,173,very_active,3173.475,158.67375,105.78249999999998,396.684375,3.1020000000000003,12467,48,6,45,24,46,17,15,17,0
Female,29,78,156,very_active,2753.1,137.655,91.77,344.1375,2.5740000000000003,8935,38,8,44,38,21,15,15,14,0
Male,58,95,168,active,2958.375,147.91875000000002,98.6125,369.796875,3.1350000000000002,5329,101,15,42,24,82,7,14,18,4
Male,50,57,171,sedentary,1672.5,83.625,55.75,209.0625,1.881,12327,1,4,55,22,233,12,11,15,0
Female,21,98,184,active,3215.4,160.77,107.18,401.925,3.234,5770,106,33,49,31,59,12,19,10,1
Male,59,45,179,sedentary,1534.5,76.72500000000001,51.15,191.8125,1.485,7846,38,22,44,14,187,13,17,11,0
Male,24,78,178,light,2444.0625,122.203125,81.46875,305.5078125,2.5740000000000003,19651,117,42,47,23,57,12,11,13,3
Male,39,73,171,very_active,3056.625,152.83125,101.88749999999999,382.078125,2.4090000000000003,19276,20,49,42,30,258,7,12,10,3
Female,50,92,160,very_active,2867.1,143.355,95.57,358.3875,3.036,17633,39,24,53,11,161,10,9,13,1
Female,34,91,169,light,2248.46875,112.4234375,74.94895833333334,281.05859375,3.003,16628,100,12,37,39,1,13,6,19,4
Male,41,57,178,active,2557.3125,127.86562500000001,85.24375,319.6640625,1.881,3569,81,23,43,32,270,5,19,17,2
Female,51,92,183,active,2842.36875,142.1184375,94.745625,355.29609375,3.036,4973,53,10,57,21,142,7,17,16,0
Male,45,93,150,moderate,2553.625,127.68125,85.12083333333334,319.203125,3.069,5822,111,16,40,29,187,6,7,6,4
Male,60,97,180,sedentary,2160.0,108.0,72.0,270.0,3.201,3270,109,36,35,23,223,16,13,17,4
Male,58,73,179,active,2697.46875,134.8734375,89.915625,337.18359375,2.4090000000000003,19320,11,12,59,28,179,12,19,6,0
Male,56,83,167,light,2198.28125,109.9140625,73.27604166666667,274.78515625,2.7390000000000003,10641,80,26,53,33,22,10,10,18,2
Female,39,68,166,active,2348.5875,117.42937500000001,78.28625,293.5734375,2.244,11930,36,19,54,29,36,14,12,6,0
Female,34,70,187,very_active,2921.725,146.08625,97.39083333333332,365.215625,2.31,9680,109,32,58,24,106,15,12,10,2
Female,51,61,163,sedentary,1455.3,72.765,48.51,181.9125,2.013,4257,37,41,30,36,296,15,18,6,1
Male,23,51,172,moderate,2286.25,114.3125,76.20833333333333,285.78125,1.683,11250,14,31,54,29,228,12,9,7,2
Male,63,57,174,sedentary,1617.0,80.85000000000001,53.9,202.125,1.881,8370,6,7,31,33,96,6,5,17,4
Male,23,49,164,very_active,2669.5,133.475,88.98333333333333,333.6875,1.617,7858,77,28,59,26,280,15,10,12,1
Female,51,70,171,very_active,2570.225,128.51125,85.67416666666666,321.278125,2.31,11581,49,39,42,34,109,10,11,12,3
Male,18,93,152,very_active,3410.5,170.525,113.68333333333334,426.3125,3.069,16491,64,18,30,23,36,11,13,15,1
Female,27,47,168,very_active,2325.6,116.28,77.52,290.7,1.5510000000000002,15436,101,5,53,32,39,12,6,16,2
Female,38,51,183,light,1791.28125,89.5640625,59.709374999999994,223.91015625,1.683,15870,66,43,53,37,84,13,16,8,1
Female,22,93,184,moderate,2803.9500000000003,140.19750000000002,93.465,350.49375000000003,3.069,19504,100,38,56,27,187,9,17,13,1
Female,19,83,150,very_active,2871.85,143.5925,95.72833333333332,358.98125,2.7390000000000003,9908,43,47,33,36,239,15,6,12,3
Female,39,97,170,very_active,3185.35,159.2675,106.17833333333333,398.16875,3.201,13844,30,40,53,37,18,7,14,5,2
Female,19,45,178,active,2253.7125,112.68562500000002,75.12375,281.7140625,1.485,7861,42,20,52,31,260,6,5,12,4
Male,27,93,155,moderate,2741.5625,137.078125,91.38541666666667,342.6953125,3.069,5911,76,21,58,33,157,12,9,5,1
Male,51,61,186,sedentary,1827.0,91.35000000000001,60.900000000000006,228.375,2.013,11991,47,41,31,36,111,5,6,19,0
Female,33,87,150,moderate,2296.3250000000003,114.81625000000003,76.54416666666667,287.04062500000003,2.871,14572,81,9,50,14,143,14,7,8,4
Female,56,69,150,moderate,1839.075,91.95375000000001,61.302499999999995,229.884375,2.277,13298,80,9,59,31,255,19,6,14,1
Male,39,47,176,moderate,2139.0,106.95,71.3,267.375,1.5510000000000002,10236,80,28,55,21,17,10,15,10,4
Female,29,59,170,very_active,2558.35,127.9175,85.27833333333334,319.79375,1.947,8565,60,15,49,19,183,6,8,11,0
Female,41,73,165,very_active,2650.975,132.54875,88.36583333333333,331.371875,2.4090000000000003,9929,74,0,45,17,286,7,15,14,4
Male,64,97,189,light,2524.84375,126.2421875,84.16145833333333,315.60546875,3.201,10351,83,16,32,38,130,12,7,17,4
Female,57,87,175,sedentary,1821.3,91.065,60.71,227.6625,2.871,17901,9,29,46,15,280,5,13,8,0
Female,55,76,165,active,2337.80625,116.89031250000001,77.926875,292.22578125,2.508,13638,28,25,34,37,244,10,14,12,0
Female,27,70,177,moderate,2340.8875000000003,117.04437500000002,78.02958333333333,292.61093750000003,2.31,8828,47,45,55,34,7,7,16,12,0
Male,52,60,150,sedentary,1539.0,76.95,51.3,192.375,1.98,14556,97,18,37,24,192,10,6,18,3
Male,49,69,185,sedentary,1927.5,96.375,64.25,240.9375,2.277,11150,80,20,41,21,6,7,11,18,0
Male,24,98,159,light,2555.78125,127.7890625,85.19270833333333,319.47265625,3.234,13107,117,16,54,34,135,15,19,18,4
Female,38,72,166,active,2426.2125,121.31062500000002,80.87375,303.2765625,2.3760000000000003,4757,61,45,52,34,18,15,15,13,0
Female,37,53,172,moderate,1951.45,97.5725,65.04833333333333,243.93125,1.749,14199,115,39,41,15,138,12,18,18,1
Male,43,45,156,active,2095.875,104.79375,69.8625,261.984375,1.485,19295,105,20,56,21,176,9,7,10,0
Female,21,73,156,light,1978.625,98.93125,65.95416666666667,247.328125,2.4090000000000003,15807,12,40,30,24,10,8,14,8,0
Female,63,66,164,very_active,2297.1,114.855,76.57,287.1375,2.178,8492,43,39,30,21,40,13,12,6,2
Female,39,60,183,sedentary,1665.3,83.265,55.51,208.1625,1.98,9302,46,44,44,18,113,19,8,19,4
Female,32,85,153,moderate,2302.1375000000003,115.10687500000002,76.73791666666666,287.76718750000003,2.805,18929,102,48,46,28,179,9,18,11,4
Female,57,95,163,very_active,2893.225,144.66125,96.44083333333333,361.653125,3.1350000000000002,7747,63,18,31,30,193,16,8,14,1
Male,38,88,163,light,2356.40625,117.8203125,78.546875,294.55078125,2.904,17238,90,6,46,11,195,18,13,7,3
Female,32,95,165,active,2863.93125,143.1965625,95.464375,357.99140625,3.1350000000000002,11402,117,16,49,37,224,8,15,15,2
Male,39,98,156,sedentary,2118.0,105.9,70.6,264.75,3.234,13686,52,0,55,22,260,12,7,17,1
Female,45,85,181,moderate,2472.6375000000003,123.63187500000002,82.42125000000001,309.07968750000003,2.805,7681,89,36,38,22,115,12,11,16,1
Male,31,51,168,very_active,2679.0,133.95000000000002,89.3,334.875,1.683,6428,91,5,41,17,149,12,5,7,4
Female,44,58,151,very_active,2171.225,108.56125,72.37416666666667,271.403125,1.9140000000000001,10494,76,25,33,36,117,8,11,7,2
Male,58,73,159,sedentary,1726.5,86.325,57.54999999999999,215.8125,2.4090000000000003,6955,75,1,42,22,164,17,14,8,4
Female,57,63,166,active,2107.0875,105.354375,70.23625,263.3859375,2.079,17026,43,31,33,13,251,5,15,6,3
Male,45,63,186,light,2162.1875,108.109375,72.07291666666667,270.2734375,2.079,12244,27,47,36,15,266,6,6,17,4
Female,43,46,161,active,1880.68125,94.0340625,62.689375000000005,235.08515625,1.518,3713,1,4,43,15,43,8,16,17,0
Male,19,85,155,active,2982.09375,149.1046875,99.40312499999999,372.76171875,2.805,14080,100,36,56,30,180,14,18,9,4
Female,42,89,171,active,2738.86875,136.94343750000002,91.295625,342.35859375,2.9370000000000003,11521,56,30,38,21,76,6,18,7,0
Male,20,59,181,sedentary,1951.5,97.575,65.05,243.9375,1.947,4746,56,11,52,21,115,15,10,14,1
Male,25,47,169,sedentary,1687.5,84.375,56.25,210.9375,1.5510000000000002,5696,33,34,30,26,66,14,19,9,3
Female,61,55,150,light,1404.5625,70.228125,46.818749999999994,175.5703125,1.8150000000000002,15012,86,29,30,36,12,18,17,16,0
Female,50,97,155,active,2635.36875,131.7684375,87.845625,329.42109375,3.201,17688,57,47,49,16,91,18,13,17,3
Male,59,90,168,sedentary,1992.0,99.60000000000001,66.4,249.0,2.97,8036,51,5,33,35,245,7,10,11,4
Female,52,74,167,light,1873.78125,93.6890625,62.459374999999994,234.22265625,2.442,10127,108,14,30,24,266,13,7,13,4
Male,23,84,155,light,2335.78125,116.7890625,77.859375,291.97265625,2.7720000000000002,6718,28,14,51,33,138,19,5,6,1
Male,56,62,182,active,2557.3125,127.86562500000001,85.24375,319.6640625,2.0460000000000003,10910,34,15,39,26,243,13,16,13,4
Male,40,95,172,moderate,2836.5,141.82500000000002,94.55,354.5625,3.1350000000000002,5693,74,19,31,19,272,18,16,14,0
Female,42,92,172,active,2801.4,140.07000000000002,93.38,350.175,3.036,18858,47,12,56,32,190,19,19,10,1
Male,60,46,175,moderate,1951.0625,97.55312500000001,65.03541666666666,243.8828125,1.518,18932,32,43,50,29,96,15,8,16,3
Male,36,76,162,light,2196.5625,109.828125,73.21875,274.5703125,2.508,10692,114,41,53,15,204,13,8,10,1
Female,22,52,156,sedentary,1468.8,73.44,48.96,183.6,1.7160000000000002,9398,74,45,44,18,136,11,17,15,3
Female,28,66,164,very_active,2629.6,131.48,87.65333333333334,328.7,2.178,10252,72,30,32,24,76,19,12,7,2
Female,29,50,176,light,1779.25,88.9625,59.30833333333333,222.40625,1.6500000000000001,14721,77,33,54,25,36,8,14,18,0
Female,27,56,175,sedentary,1629.3,81.465,54.309999999999995,203.6625,1.848,14825,8,28,52,30,285,5,14,14,0
Male,25,91,182,light,2650.3125,132.515625,88.34375,331.2890625,3.003,7187,102,2,38,17,134,7,18,17,3
Male,41,84,164,active,2872.125,143.60625000000002,95.7375,359.015625,2.7720000000000002,3036,47,8,46,25,141,19,17,13,4
Male,45,80,185,moderate,2691.1875,134.55937500000002,89.70625,336.3984375,2.64,9283,66,10,50,14,253,18,11,8,4
Male,58,59,176,light,1931.875,96.59375,64.39583333333333,241.484375,1.947,18202,92,10,57,27,47,12,14,9,2
Female,53,72,154,sedentary,1507.8,75.39,50.26,188.475,2.3760000000000003,11060,82,24,42,29,254,8,11,7,3
Male,54,96,151,active,2826.84375,141.3421875,94.228125,353.35546875,3.168,11065,35,21,32,23,133,14,11,9,2
Male,38,93,182,very_active,3576.75,178.8375,119.22499999999998,447.09375,3.069,6880,95,41,33,11,289,14,16,12,3
Female,25,89,165,active,2820.80625,141.0403125,94.026875,352.60078125,2.9370000000000003,8932,70,45,33,32,207,6,6,12,2
Male,26,62,172,moderate,2433.5,121.67500000000001,81.11666666666666,304.1875,2.0460000000000003,11328,118,8,40,32,100,18,13,18,3
Male,64,46,187,active,2266.21875,113.31093750000001,75.540625,283.27734375,1.518,9333,91,19,57,39,45,12,10,12,0
Male,32,57,165,very_active,2747.875,137.39375,91.59583333333333,343.484375,1.881,16870,43,20,36,12,69,11,6,10,2
Male,63,89,163,sedentary,1918.5,95.92500000000001,63.949999999999996,239.8125,2.9370000000000003,14268,81,9,55,23,135,15,5,19,2
Male,57,98,178,light,2492.1875,124.609375,83.07291666666667,311.5234375,3.234,8067,59,21,40,38,279,14,15,19,3
Male,35,59,175,moderate,2346.3125,117.31562500000001,78.21041666666666,293.2890625,1.947,18616,62,28,53,16,66,13,5,5,1
Female,59,64,184,very_active,2534.6,126.73,84.48666666666666,316.825,2.112,15075,4,8,40,24,3,6,5,15,1
Female,37,73,164,moderate,2183.9500000000003,109.19750000000002,72.79833333333335,272.99375000000003,2.4090000000000003,10973,86,4,39,26,223,19,8,14,0
Male,23,86,152,active,2932.5,146.625,97.75,366.5625,2.838,13002,118,39,34,10,0,9,8,16,4
Male,29,73,172,moderate,2580.75,129.0375,86.025,322.59375,2.4090000000000003,10887,85,10,42,18,289,10,18,10,4
Female,19,47,178,very_active,2520.35,126.0175,84.01166666666666,315.04375,1.5510000000000002,3414,89,0,58,31,108,17,16,16,0
Male,24,63,183,light,2280.78125,114.0390625,76.02604166666667,285.09765625,2.079,9850,105,41,41,38,264,6,13,15,4
Male,33,47,182,light,1990.3125,99.515625,66.34375,248.7890625,1.5510000000000002,5729,75,0,39,23,62,19,17,14,3
Male,20,98,172,moderate,3038.0,151.9,101.26666666666667,379.75,3.234,14929,39,38,36,25,265,6,16,11,1
Female,62,58,156,sedentary,1300.8,65.04,43.35999999999999,162.6,1.9140000000000001,17988,18,45,48,37,137,17,16,18,0
Male,20,84,152,moderate,2627.25,131.3625,87.57499999999999,328.40625,2.7720000000000002,6897,46,4,48,30,43,19,5,13,3
Female,44,99,181,active,3001.93125,150.0965625,100.064375,375.24140625,3.2670000000000003,5169,64,48,48,22,261,18,7,16,0
Male,60,48,180,light,1801.25,90.0625,60.041666666666664,225.15625,1.584,16563,66,21,41,15,215,18,7,12,1
Female,57,96,167,light,2141.90625,107.0953125,71.396875,267.73828125,3.168,15888,90,25,49,31,120,14,12,15,4
Female,55,55,156,light,1497.375,74.86875,49.912499999999994,187.171875,1.8150000000000002,7570,17,5,51,10,151,18,6,16,3
Male,50,75,150,sedentary,1731.0,86.55000000000001,57.699999999999996,216.375,2.475,4515,49,31,44,30,212,8,10,12,1
Female,45,87,163,sedentary,1803.3,90.165,60.11,225.4125,2.871,19958,29,47,34,34,233,19,15,19,0
Male,18,76,181,very_active,3431.875,171.59375,114.39583333333333,428.984375,2.508,15634,65,10,53,13,110,12,8,11,2
Female,25,71,155,moderate,2158.7625000000003,107.93812500000001,71.95875000000001,269.84531250000003,2.343,16798,4,9,59,12,221,19,17,6,3
Male,54,74,188,moderate,2557.5,127.875,85.25,319.6875,2.442,7477,92,46,43,26,225,18,14,5,0
Male,49,87,159,active,2800.96875,140.0484375,93.365625,350.12109375,2.871,19455,96,38,41,39,209,19,10,19,0
Female,60,46,156,light,1339.25,66.9625,44.641666666666666,167.40625,1.518,12551,41,33,58,11,70,17,17,6,1
Male,54,93,175,sedentary,2110.5,105.525,70.35,263.8125,3.069,17179,83,30,50,28,88,15,9,19,0
Male,21,53,183,active,2714.71875,135.7359375,90.490625,339.33984375,1.749,3039,93,11,40,29,261,9,16,10,3
Female,47,72,179,active,2488.74375,124.43718750000001,82.958125,311.09296875,2.3760000000000003,13222,105,43,57,32,187,13,13,17,3
Male,23,75,185,sedentary,2155.5,107.775,71.85,269.4375,2.475,19116,4,15,34,31,111,8,13,6,0
Male,63,78,170,moderate,2375.375,118.76875000000001,79.17916666666666,296.921875,2.5740000000000003,19049,49,37,45,36,238,7,5,14,1
Female,36,59,166,light,1768.9375,88.446875,58.96458333333333,221.1171875,1.947,7796,84,2,59,17,255,14,7,8,3
Female,49,92,182,moderate,2559.8250000000003,127.99125000000002,85.32750000000001,319.97812500000003,3.036,7606,57,1,55,39,149,19,5,19,2
Male,26,69,159,active,2688.84375,134.44218750000002,89.628125,336.10546875,2.277,11775,78,4,47,34,126,12,10,14,4
Male,29,80,161,light,2291.09375,114.5546875,76.36979166666667,286.38671875,2.64,17864,83,10,41,24,273,5,16,7,1
Female,28,52,165,very_active,2375.475,118.77375,79.18249999999999,296.934375,1.7160000000000002,17193,7,24,56,15,138,13,7,10,1
Female,63,53,181,active,2044.55625,102.22781250000001,68.151875,255.56953125,1.749,17676,112,34,56,32,102,8,18,16,4
Male,33,81,164,moderate,2596.25,129.8125,86.54166666666667,324.53125,2.673,13457,30,34,34,29,241,15,5,16,4
Female,18,92,176,moderate,2741.9500000000003,137.09750000000003,91.39833333333334,342.74375000000003,3.036,19044,11,21,45,11,116,13,10,17,3
Male,62,89,177,moderate,2621.4375,131.071875,87.38125,327.6796875,2.9370000000000003,18066,20,36,41,34,213,12,9,18,0
Male,38,83,166,sedentary,2019.0,100.95,67.3,252.375,2.7390000000000003,3246,93,21,52,34,16,7,16,12,0
Male,47,76,151,active,2542.21875,127.1109375,84.740625,317.77734375,2.508,9516,61,10,31,24,178,7,16,15,2
Male,30,96,185,light,2710.46875,135.5234375,90.34895833333333,338.80859375,3.168,19800,90,31,59,29,223,18,12,10,0
Male,51,61,156,moderate,2069.25,103.4625,68.975,258.65625,2.013,16342,107,34,58,21,269,13,18,6,2
Female,21,79,162,moderate,2381.5750000000003,119.07875000000001,79.38583333333334,297.69687500000003,2.607,19491,89,30,35,12,133,7,6,9,2
Female,45,81,164,sedentary,1738.8,86.94,57.96,217.35,2.673,12030,32,44,52,19,113,8,12,15,1
Female,55,63,174,light,1762.0625,88.103125,58.735416666666666,220.2578125,2.079,4421,25,7,50,23,131,13,16,17,1
Female,48,88,172,active,2680.65,134.0325,89.355,335.08125,2.904,15970,89,19,54,36,138,16,9,10,3
Male,44,73,171,very_active,3009.125,150.45625,100.30416666666666,376.140625,2.4090000000000003,10283,99,41,59,31,231,8,12,13,4
Male,22,51,175,sedentary,1798.5,89.92500000000001,59.949999999999996,224.8125,1.683,18945,39,33,33,39,91,15,16,10,4
Male,42,72,182,active,2850.5625,142.52812500000002,95.01875,356.3203125,2.3760000000000003,3255,64,3,59,23,266,7,14,14,2
Male,20,53,160,very_active,2726.5,136.32500000000002,90.88333333333333,340.8125,1.749,14019,58,17,59,12,98,18,8,9,4
Female,50,72,159,moderate,2019.2625,100.963125,67.30874999999999,252.4078125,2.3760000000000003,18487,14,3,42,10,206,11,19,5,2
Male,21,50,174,moderate,2305.625,115.28125,76.85416666666667,288.203125,1.6500000000000001,12029,113,19,39,29,7,10,8,14,4
Male,42,73,186,light,2320.3125,116.015625,77.34375,290.0390625,2.4090000000000003,5282,0,8,46,10,92,5,14,9,3
Female,37,61,187,very_active,2722.225,136.11125,90.74083333333333,340.278125,2.013,11744,10,15,43,11,157,18,19,9,1
Female,51,60,173,moderate,1961.1375,98.056875,65.37124999999999,245.1421875,1.98,12919,54,25,53,28,98,14,19,10,1
Female,43,67,189,moderate,2286.6375000000003,114.33187500000003,76.22125,285.82968750000003,2.2110000000000003,16335,1,37,44,33,224,12,8,11,2
Female,22,75,182,light,2222.6875,111.134375,74.08958333333334,277.8359375,2.475,3591,64,24,37,19,207,5,18,17,4
Male,52,47,166,active,2160.5625,108.028125,72.01875,270.0703125,1.5510000000000002,9277,94,3,52,13,72,8,15,17,0
Male,45,65,173,moderate,2342.4375,117.121875,78.08125,292.8046875,2.145,5260,43,40,53,13,58,10,19,8,3
Female,46,70,186,sedentary,1765.8,88.29,58.86,220.725,2.31,14139,15,44,47,22,286,10,10,11,4
Male,26,80,151,sedentary,1942.5,97.125,64.75,242.8125,2.64,3347,117,40,32,35,63,11,8,9,0
Male,55,86,181,active,2969.15625,148.45781250000002,98.971875,371.14453125,2.838,7443,21,37,54,18,255,18,13,10,3
Male,23,81,173,very_active,3384.375,169.21875,112.8125,423.046875,2.673,14088,105,18,46,16,47,15,13,8,3
Female,36,97,158,light,2222.6875,111.134375,74.08958333333334,277.8359375,3.201,11774,17,13,53,25,278,16,7,16,1
Male,61,66,153,sedentary,1579.5,78.97500000000001,52.65,197.4375,2.178,9869,46,20,53,27,197,18,11,12,2
Female,28,86,166,sedentary,1915.8,95.79,63.86,239.475,2.838,5845,80,14,36,12,157,9,16,13,4
Male,19,56,166,active,2600.4375,130.021875,86.68125,325.0546875,1.848,15386,29,2,42,29,6,9,9,6,3
Male,64,86,179,very_active,3161.125,158.05625,105.37083333333334,395.140625,2.838,4265,9,36,59,29,247,8,19,16,4
Male,61,57,189,very_active,2757.375,137.86875,91.9125,344.671875,1.881,15445,98,49,56,19,231,10,16,15,3
Female,61,55,160,active,1869.9,93.495,62.330000000000005,233.7375,1.8150000000000002,15938,57,45,45,33,105,11,13,8,1
Male,26,98,170,sedentary,2301.0,115.05000000000001,76.69999999999999,287.625,3.234,14159,61,15,34,35,97,14,6,15,2
Female,38,60,170,light,1803.3125,90.165625,60.110416666666666,225.4140625,1.98,5274,84,13,33,39,267,19,7,12,0
Female,41,52,167,sedentary,1437.3,71.865,47.91,179.6625,1.7160000000000002,13482,79,8,55,35,59,14,14,12,0
Female,51,84,178,very_active,2919.35,145.9675,97.31166666666667,364.91875,2.7720000000000002,4068,5,46,39,31,139,5,9,19,1
Male,39,84,173,sedentary,2077.5,103.875,69.25,259.6875,2.7720000000000002,17706,66,6,42,25,189,13,16,13,3
Male,20,89,159,light,2459.53125,122.9765625,81.984375,307.44140625,2.9370000000000003,8974,40,13,39,12,124,19,9,7,1
Male,29,46,166,moderate,2104.125,105.20625000000001,70.13749999999999,263.015625,1.518,13928,42,5,43,20,162,18,14,5,2
